DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25400,8322.02,0.57,6981.99,7669.31,146.0,71208.29,316.23,269.61,1340.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25500,8358.41,0.51,6979.875,7668.76,146.57,71483.26,316.61,270.52,1378.535,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25600,8370.06,0.49,6983.755,7657.61,147.18,71788.48,316.3,274.18,1386.305,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25700,8327.39,0.48,6977.045,7653.0,147.81,72092.04,321.41,273.39,1350.345,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25800,8278.58,0.59,6993.49,7644.99,148.41,72380.29,326.12,270.8,1285.09,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,25900,8340.84,0.48,6987.92,7641.39,149.02,72676.29,326.95,274.12,1352.92,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26000,8384.5,0.39,6972.475,7627.63,149.63,72977.02,323.82,273.64,1412.755,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26100,8390.8,0.4,6963.745,7626.12,150.27,73289.84,322.95,277.04,1427.055,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26200,8360.31,0.55,6929.81,7622.81,150.87,73578.88,328.69,270.57,1430.5,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26300,8305.93,0.53,6948.01,7613.05,151.46,73867.94,323.58,269.26,1362.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26400,8279.45,0.6,6967.475,7599.77,152.05,74159.61,328.35,278.37,1314.795,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26500,8318.04,0.49,6966.375,7599.77,152.65,74455.73,324.58,281.79,1351.665,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26600,8242.23,0.5,6976.85,7580.59,153.31,74777.34,328.98,276.33,1265.38,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26700,8226.5,0.56,6983.785,7577.0,153.88,75052.38,329.77,279.43,1242.715,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26800,8241.84,0.52,6966.48,7576.08,154.49,75349.23,328.9,273.5,1275.36,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,26900,8234.41,0.53,6960.665,7573.29,155.13,75657.73,323.62,273.55,1273.745,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27000,8262.46,0.49,6935.755,7569.54,155.72,75938.56,318.82,277.84,1326.705,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27100,8229.66,0.51,6923.43,7559.93,156.34,76248.57,326.33,271.71,1306.23,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27200,8216.44,0.54,6907.855,7546.82,156.92,76529.29,334.14,265.34,1308.585,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27300,8197.51,0.59,6941.19,7541.02,157.55,76830.55,329.08,263.82,1256.32,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27400,8157.3,0.64,6925.725,7526.79,158.21,77154.92,321.57,267.18,1234.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27500,8195.34,0.48,6926.995,7525.73,158.73,77409.35,310.88,269.91,1271.405,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27600,8155.91,0.41,6948.485,7520.32,159.41,77739.55,309.59,269.36,1207.425,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27700,8143.67,0.55,6948.34,7513.54,159.95,78007.51,316.43,264.72,1195.33,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27800,8219.28,0.51,6933.4,7511.46,160.61,78330.91,315.98,270.35,1290.05,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,27900,8172.73,0.55,6934.08,7508.17,161.21,78619.56,311.33,268.25,1243.22,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28000,8175.27,0.59,6922.06,7504.61,161.82,78916.66,303.53,270.38,1253.61,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28100,8189.7,0.48,6918.185,7501.49,162.41,79203.79,316.37,275.2,1273.455,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28200,8152.54,0.51,6916.595,7497.85,163.0,79493.61,323.2,275.08,1237.885,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28300,8139.91,0.56,6894.45,7489.78,163.63,79806.4,321.8,269.4,1245.76,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28400,8141.48,0.5,6892.09,7486.16,164.22,80093.18,323.33,269.02,1249.69,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28500,8161.51,0.46,6926.64,7479.15,164.85,80400.58,328.71,273.69,1234.87,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28600,8114.74,0.49,6930.67,7469.75,165.49,80705.86,326.36,271.39,1184.16,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28700,8113.69,0.53,6921.645,7469.44,166.04,80970.28,323.17,271.86,1192.135,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28800,8080.72,0.5,6937.025,7467.06,166.71,81297.17,315.5,274.03,1148.825,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,28900,8092.62,0.52,6907.01,7465.01,167.29,81580.17,309.16,269.7,1190.74,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29000,8087.0,0.48,6865.725,7447.64,167.91,81884.32,308.3,262.77,1231.775,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29100,8088.25,0.47,6883.815,7446.32,168.52,82179.62,323.75,264.14,1212.895,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29200,8063.92,0.54,6883.695,7444.25,169.13,82478.29,320.96,270.44,1180.395,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29300,8079.02,0.52,6894.055,7438.73,169.73,82774.64,319.44,270.11,1189.465,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29400,8100.83,0.46,6887.305,7435.75,170.32,83065.13,320.21,270.2,1217.855,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29500,8103.22,0.47,6870.065,7434.35,170.95,83371.37,320.05,266.44,1233.155,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29600,8035.35,0.56,6892.27,7416.98,171.51,83632.12,311.79,269.37,1145.45,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29700,7951.21,0.54,6892.425,7408.94,172.2,83969.61,299.42,268.44,1062.275,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29800,7989.11,0.54,6876.255,7408.13,172.76,84244.26,304.03,264.21,1115.225,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,29900,8066.87,0.43,6881.225,7398.87,173.3,84509.13,300.18,267.98,1188.015,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30000,8040.88,0.52,6871.87,7394.95,174.06,84878.45,304.95,268.14,1170.35,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30100,8066.98,0.5,6861.785,7392.88,174.58,85132.07,313.69,270.08,1206.065,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30200,8011.4,0.51,6863.26,7384.11,175.17,85429.19,312.77,272.14,1149.54,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30300,8033.87,0.43,6867.31,7384.11,175.79,85735.63,315.87,279.84,1167.96,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30400,8029.53,0.46,6870.46,7379.09,176.32,85991.21,319.44,278.88,1159.78,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30500,7997.59,0.48,6867.23,7357.18,176.99,86315.63,309.38,271.82,1134.02,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30600,7948.69,0.49,6875.29,7349.37,177.59,86607.65,308.53,263.28,1077.84,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30700,7978.64,0.5,6895.22,7345.03,178.21,86903.94,301.95,267.59,1084.91,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30800,7981.44,0.53,6890.775,7339.51,178.8,87203.8,300.83,261.15,1092.055,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,30900,8010.38,0.49,6861.72,7337.09,179.42,87504.07,307.98,266.47,1151.15,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31000,8041.47,0.41,6854.055,7333.84,180.06,87810.37,310.96,267.72,1190.915,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31100,7991.37,0.48,6838.52,7327.91,180.61,88079.48,312.76,266.93,1155.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31200,7972.72,0.54,6841.54,7324.36,181.27,88400.34,309.92,267.62,1131.18,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31300,7946.03,0.49,6861.135,7323.59,181.87,88690.98,315.53,267.68,1084.895,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31400,7930.83,0.53,6862.38,7322.85,182.44,88970.58,314.35,262.77,1071.2,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31500,7911.25,0.5,6863.88,7317.41,183.07,89275.04,308.79,263.12,1048.66,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31600,7858.9,0.57,6866.115,7315.01,183.69,89577.58,306.39,260.85,993.525,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31700,7876.75,0.49,6881.13,7307.14,184.32,89886.2,297.81,259.82,995.62,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31800,7929.45,0.43,6864.305,7304.5,184.88,90159.39,307.02,260.36,1065.145,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,31900,7981.32,0.42,6850.07,7300.54,185.51,90464.61,304.59,265.38,1137.08,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32000,7949.16,0.46,6844.685,7297.5,186.11,90757.27,304.12,273.37,1108.875,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32100,7963.96,0.48,6841.73,7290.85,186.69,91040.57,300.8,275.33,1122.55,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32200,7960.34,0.49,6835.145,7289.64,187.33,91357.68,307.91,272.63,1125.515,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32300,7965.56,0.47,6823.415,7284.83,187.86,91612.4,321.39,270.13,1142.145,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32400,7931.5,0.53,6838.155,7281.14,188.52,91936.69,315.49,271.25,1094.615,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32500,7888.03,0.55,6868.865,7271.25,189.14,92231.39,309.87,271.25,1024.535,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32600,7871.83,0.54,6857.535,7269.41,189.74,92529.02,307.29,262.7,1019.185,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32700,7855.38,0.46,6848.9,7265.16,190.37,92833.67,302.92,267.32,1010.89,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32800,7850.13,0.53,6845.985,7262.81,190.94,93112.55,303.94,261.84,1008.335,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,32900,7867.22,0.52,6834.59,7259.97,191.53,93405.45,302.13,262.22,1035.79,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33000,7880.49,0.5,6825.58,7257.22,192.16,93714.0,298.43,258.91,1058.03,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33100,7843.95,0.5,6817.095,7247.27,192.73,93985.86,300.75,259.33,1030.175,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33200,7851.93,0.47,6815.135,7241.23,193.35,94290.57,305.87,263.93,1041.615,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33300,7839.8,0.54,6812.54,7239.5,194.01,94615.51,312.71,259.77,1031.07,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33400,7763.19,0.57,6832.545,7231.62,194.62,94906.37,309.39,259.3,931.905,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33500,7688.42,0.61,6841.675,7224.81,195.18,95175.99,302.21,265.15,848.325,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33600,7733.97,0.55,6827.005,7212.15,195.84,95500.01,295.44,267.31,908.035,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33700,7799.59,0.48,6829.15,7210.73,196.44,95791.73,291.79,268.89,971.51,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33800,7796.91,0.46,6823.205,7207.15,197.03,96081.78,285.37,266.09,975.485,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,33900,7809.69,0.48,6815.205,7202.13,197.63,96373.18,292.04,265.4,996.785,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34000,7845.07,0.51,6812.39,7196.08,198.24,96673.83,297.91,267.05,1037.59,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34100,7889.22,0.44,6781.905,7194.92,198.84,96967.85,301.99,269.06,1111.865,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34200,7873.41,0.52,6773.245,7190.87,199.46,97267.86,304.77,261.97,1104.705,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34300,7813.99,0.57,6792.135,7188.12,200.06,97564.12,303.84,267.24,1032.065,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34400,7795.45,0.62,6809.045,7184.96,200.67,97859.53,299.97,261.58,992.175,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34500,7766.4,0.58,6844.35,7184.15,201.24,98130.73,291.54,266.2,925.22,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34600,7753.39,0.58,6821.625,7181.46,201.88,98439.69,290.12,263.92,933.775,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34700,7714.42,0.61,6816.18,7180.07,202.45,98722.66,296.63,258.68,900.25,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34800,7697.77,0.54,6809.64,7173.53,203.1,99034.56,303.34,261.13,893.33,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,34900,7714.48,0.53,6793.065,7172.82,203.71,99332.21,299.59,264.65,925.815,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35000,7734.76,0.48,6767.38,7172.16,204.27,99603.62,297.21,261.06,968.63,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35100,7809.06,0.42,6762.765,7170.5,204.94,99929.12,309.1,259.55,1047.225,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35200,7804.0,0.45,6768.305,7164.5,205.51,100209.44,300.41,257.97,1036.735,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35300,7770.64,0.54,6783.325,7161.8,206.1,100495.2,297.7,259.2,988.095,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35400,7748.81,0.46,6805.245,7161.67,206.79,100826.19,298.37,260.81,943.625,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35500,7758.29,0.53,6815.07,7160.91,207.32,101083.23,295.75,263.4,943.66,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35600,7664.2,0.62,6802.69,7156.12,207.99,101414.23,296.02,260.64,862.92,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35700,7676.77,0.51,6804.74,7152.67,208.55,101692.09,291.3,262.48,874.27,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35800,7698.29,0.5,6804.635,7149.39,209.18,101998.91,291.53,259.52,899.785,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,35900,7704.12,0.54,6790.335,7146.06,209.73,102265.28,289.46,259.62,921.925,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36000,7774.56,0.54,6758.705,7143.99,210.43,102605.23,297.82,264.92,1022.875,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36100,7786.07,0.46,6762.815,7139.85,210.98,102871.08,297.96,268.49,1028.775,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36200,7778.16,0.5,6755.545,7139.31,211.6,103175.98,296.77,267.38,1023.495,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36300,7741.84,0.55,6779.62,7138.11,212.21,103466.85,302.35,263.7,963.64,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36400,7733.55,0.56,6794.595,7133.02,212.83,103769.2,298.34,267.37,939.205,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36500,7682.96,0.62,6808.38,7131.15,213.47,104084.13,292.96,261.93,874.96,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36600,7652.04,0.63,6801.355,7128.81,214.0,104341.95,283.2,258.8,852.525,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36700,7666.73,0.56,6790.785,7126.31,214.66,104669.19,288.92,258.21,878.035,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36800,7629.6,0.59,6772.425,7119.67,215.24,104949.39,296.25,253.18,858.725,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,36900,7653.9,0.58,6759.03,7111.89,215.87,105254.1,293.56,255.12,898.31,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37000,7675.4,0.48,6765.305,7109.6,216.5,105562.28,293.55,259.09,913.415,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37100,7690.41,0.47,6760.41,7103.06,216.98,105799.66,294.71,256.0,930.71,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37200,7688.98,0.56,6762.835,7098.19,217.75,106171.14,295.56,259.96,931.675,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37300,7659.91,0.64,6766.755,7094.77,218.26,106430.59,293.63,262.1,897.245,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37400,7636.08,0.62,6778.605,7093.72,218.85,106717.46,294.9,256.21,859.635,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37500,7630.78,0.59,6792.435,7088.41,219.51,107036.07,288.61,253.95,839.615,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37600,7618.75,0.56,6773.04,7085.53,220.14,107336.69,286.99,256.75,846.33,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37700,7583.01,0.61,6766.025,7077.03,220.67,107588.41,279.78,259.55,825.215,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37800,7620.5,0.45,6745.84,7076.52,221.34,107913.67,282.56,257.69,875.44,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,37900,7637.74,0.44,6751.3,7074.98,221.9,108191.14,279.06,255.54,886.77,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38000,7663.13,0.51,6731.475,7073.61,222.54,108502.46,285.06,253.88,931.925,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38100,7671.58,0.54,6746.61,7072.02,223.17,108811.07,282.48,259.72,925.01,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38200,7638.72,0.56,6762.295,7066.42,223.75,109097.24,282.8,254.72,876.685,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38300,7630.73,0.59,6775.64,7064.46,224.33,109381.65,289.51,257.73,857.44,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38400,7583.37,0.65,6781.735,7063.97,224.95,109686.68,288.81,254.96,804.685,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38500,7556.08,0.6,6777.235,7059.85,225.59,109994.6,292.13,255.16,783.985,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38600,7536.19,0.49,6772.185,7054.78,226.15,110262.5,289.6,251.88,768.225,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38700,7540.79,0.51,6752.5,7053.07,226.77,110564.57,283.68,257.34,788.6,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38800,7567.7,0.52,6736.33,7052.34,227.44,110892.61,280.46,253.15,831.52,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,38900,7576.96,0.55,6729.345,7050.94,228.02,111171.18,278.19,254.48,847.615,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,39000,7579.38,0.52,6720.275,7044.67,228.68,111491.19,284.23,253.2,863.035,1.0,1.0
Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,2000.0,DSA_ASY,0.7,39100,7586.68,0.5,6719.9,7044.67,229.21,111753.23,287.48,253.35,871.4,1.0,1.0
