run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,lambda,Algorithm,Stochastic,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Algorithm Msgs Counter,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99872,6520.0,1.0,6520.0,6520.0,546.0,265149.0,136.0,136.0,0.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99809,6624.0,1.0,6624.0,6576.0,447.0,216227.0,299.0,299.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99848,6649.0,1.0,6649.0,6633.0,579.0,283094.0,295.0,295.0,0.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99905,5781.0,1.0,5762.0,5710.0,655.0,292987.0,142.0,142.0,19.0,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99909,5559.0,1.0,5559.0,5559.0,579.0,255262.0,222.0,222.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99951,6107.0,1.0,6107.0,6082.0,615.0,295471.0,406.0,406.0,0.0,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99979,5692.0,1.0,5692.0,5692.0,650.0,291721.0,77.0,77.0,0.0,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99986,7082.0,1.0,7101.0,7082.0,656.0,351020.0,418.0,418.0,19.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99801,6203.0,1.0,6203.0,6203.0,558.0,271587.0,256.0,256.0,0.0,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99963,7388.0,1.0,7388.0,7388.0,547.0,291320.0,198.0,198.0,0.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99988,6114.0,1.0,6107.5,6114.0,603.0,284136.0,375.0,375.0,6.5,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99914,7809.0,1.0,7809.0,7803.0,566.0,319347.0,186.0,186.0,0.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99859,6614.0,1.0,6405.5,6351.0,617.0,298645.0,460.0,440.0,208.5,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99908,7689.0,1.0,7689.0,7689.0,517.0,285749.0,371.0,371.0,0.0,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99866,6392.0,1.0,6069.5,6080.0,548.0,253953.0,388.0,298.0,322.5,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99975,6597.0,1.0,6476.5,6455.0,579.0,280099.0,273.0,273.0,120.5,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99945,5452.0,1.0,5452.0,5452.0,617.0,276013.0,145.0,145.0,0.0,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99848,5537.0,0.0,5497.5,5464.0,579.0,254285.0,295.0,295.0,39.5,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99907,6389.0,1.0,6389.0,6389.0,567.0,282730.0,306.0,306.0,0.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99892,5977.0,1.0,5977.0,5977.0,638.0,298254.0,388.0,388.0,0.0,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99973,5823.0,1.0,5823.0,5823.0,513.0,235005.0,212.0,212.0,0.0,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99894,7240.0,0.0,6263.0,6552.0,654.0,323712.0,296.0,220.0,977.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99863,6325.0,1.0,6325.0,6325.0,609.0,295587.0,235.0,235.0,0.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99959,7404.0,1.0,7404.0,7397.0,612.0,323119.0,83.0,83.0,0.0,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99978,6670.0,1.0,6670.0,6670.0,519.0,268475.0,187.0,187.0,0.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99968,6243.0,1.0,6243.0,6243.0,552.0,257141.0,342.0,342.0,0.0,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99862,6611.0,1.0,6611.0,6611.0,613.0,305763.0,389.0,389.0,0.0,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99886,6286.0,1.0,6227.5,6186.0,580.0,268939.0,122.0,122.0,58.5,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99860,7469.0,1.0,7469.0,7469.0,491.0,271070.0,401.0,401.0,0.0,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,3000.0,DSA_ASY,0.7,99979,5928.0,1.0,5928.0,5928.0,548.0,251391.0,118.0,118.0,0.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99978,6293.0,1.0,6293.0,6282.0,660.0,316339.0,371.0,371.0,0.0,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99939,6722.0,1.0,6722.0,6722.0,589.0,290484.0,199.0,199.0,0.0,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99973,6581.0,1.0,6581.0,6564.0,609.0,292965.0,289.0,289.0,0.0,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99999,6133.0,1.0,6133.0,6133.0,618.0,278624.0,348.0,348.0,0.0,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99920,5629.0,1.0,5629.0,5629.0,706.0,306932.0,367.0,367.0,0.0,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99949,7205.0,1.0,7205.0,7205.0,656.0,338720.0,319.0,319.0,0.0,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99874,6680.0,1.0,6680.0,6680.0,555.0,261053.0,92.0,92.0,0.0,1.0,1.0
7,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99972,6742.0,1.0,6742.0,6729.0,600.0,299482.0,295.0,295.0,0.0,1.0,1.0
8,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99876,7312.0,1.0,7312.0,7307.0,550.0,295285.0,253.0,253.0,0.0,1.0,1.0
9,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99973,6435.0,1.0,6458.0,6435.0,621.0,304141.0,268.0,268.0,23.0,1.0,1.0
10,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99878,6744.0,1.0,6744.0,6744.0,664.0,326296.0,179.0,179.0,0.0,1.0,1.0
11,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99906,6126.0,1.0,6126.0,6126.0,585.0,275904.0,219.0,219.0,0.0,1.0,1.0
12,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99917,6183.0,1.0,6183.0,6183.0,622.0,292412.0,293.0,293.0,0.0,1.0,1.0
13,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99962,6728.0,1.0,6728.0,6728.0,584.0,280470.0,303.0,303.0,0.0,1.0,1.0
14,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99939,6500.0,1.0,6500.0,6473.0,655.0,329852.0,269.0,269.0,0.0,1.0,1.0
15,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99891,6947.0,1.0,6947.0,6947.0,617.0,298737.0,308.0,308.0,0.0,1.0,1.0
16,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99957,5915.0,1.0,5915.0,5876.0,665.0,294940.0,46.0,46.0,0.0,1.0,1.0
17,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99940,6215.0,1.0,6215.0,6215.0,653.0,319843.0,136.0,136.0,0.0,1.0,1.0
18,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99899,7052.0,1.0,7052.0,7052.0,654.0,336479.0,301.0,301.0,0.0,1.0,1.0
19,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99931,6773.0,1.0,6773.0,6773.0,659.0,316938.0,374.0,374.0,0.0,1.0,1.0
20,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99957,6132.0,1.0,6132.0,6132.0,703.0,324238.0,325.0,325.0,0.0,1.0,1.0
21,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99884,6157.0,1.0,6157.0,6157.0,688.0,315412.0,204.0,204.0,0.0,1.0,1.0
22,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99857,7170.0,1.0,7170.0,7167.0,621.0,319367.0,397.0,397.0,0.0,1.0,1.0
23,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99849,6490.0,1.0,6490.0,6490.0,586.0,292909.0,391.0,391.0,0.0,1.0,1.0
24,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99930,6765.0,1.0,6765.0,6681.0,544.0,263998.0,308.0,308.0,0.0,1.0,1.0
25,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99862,6917.0,1.0,6917.0,6915.0,584.0,298859.0,342.0,342.0,0.0,1.0,1.0
26,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99912,6545.0,1.0,6545.0,6502.0,654.0,314980.0,79.0,79.0,0.0,1.0,1.0
27,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99996,7097.0,1.0,7097.0,7097.0,620.0,314204.0,319.0,319.0,0.0,1.0,1.0
28,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99986,6577.0,1.0,6577.0,6577.0,621.0,302299.0,236.0,236.0,0.0,1.0,1.0
29,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99863,6802.0,1.0,6802.0,6802.0,584.0,293406.0,153.0,153.0,0.0,1.0,1.0
30,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99877,6664.0,1.0,6664.0,6664.0,524.0,251696.0,250.0,250.0,0.0,1.0,1.0
31,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99979,7045.0,1.0,7045.0,7045.0,624.0,324018.0,431.0,431.0,0.0,1.0,1.0
32,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99888,6694.0,1.0,6694.0,6666.0,554.0,266818.0,389.0,389.0,0.0,1.0,1.0
33,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99932,6336.0,1.0,6336.0,6336.0,624.0,296541.0,401.0,401.0,0.0,1.0,1.0
34,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99884,6669.0,1.0,6669.0,6669.0,582.0,287862.0,214.0,214.0,0.0,1.0,1.0
35,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99946,5709.0,1.0,5709.0,5709.0,706.0,304914.0,268.0,268.0,0.0,1.0,1.0
36,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99910,7764.0,1.0,7764.0,7764.0,614.0,327910.0,233.0,233.0,0.0,1.0,1.0
37,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99872,6729.0,1.0,6729.0,6729.0,624.0,305284.0,223.0,223.0,0.0,1.0,1.0
38,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99983,6616.0,1.0,6616.0,6616.0,661.0,317462.0,416.0,416.0,0.0,1.0,1.0
39,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99859,6709.0,1.0,6709.0,6709.0,619.0,312414.0,228.0,228.0,0.0,1.0,1.0
40,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99927,6163.0,1.0,6163.0,6163.0,551.0,256962.0,122.0,122.0,0.0,1.0,1.0
41,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99951,6716.0,1.0,6716.0,6716.0,576.0,283070.0,218.0,218.0,0.0,1.0,1.0
42,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99858,6178.0,1.0,6178.0,6178.0,526.0,240480.0,314.0,314.0,0.0,1.0,1.0
43,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99825,6229.0,1.0,6229.0,6229.0,547.0,248456.0,195.0,195.0,0.0,1.0,1.0
44,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99988,5730.0,1.0,5730.0,5730.0,585.0,261121.0,230.0,230.0,0.0,1.0,1.0
45,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99873,5943.0,1.0,5943.0,5943.0,584.0,264830.0,56.0,56.0,0.0,1.0,1.0
46,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99880,6499.0,1.0,6499.0,6499.0,661.0,323873.0,392.0,392.0,0.0,1.0,1.0
47,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99878,6104.0,1.0,6104.0,6091.0,620.0,284211.0,231.0,231.0,0.0,1.0,1.0
48,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99856,6805.0,1.0,6805.0,6805.0,659.0,334303.0,441.0,441.0,0.0,1.0,1.0
49,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99887,7815.0,1.0,7815.0,7815.0,583.0,311502.0,223.0,223.0,0.0,1.0,1.0
50,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99834,7460.0,1.0,7460.0,7428.0,566.0,306494.0,291.0,291.0,0.0,1.0,1.0
51,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99918,6603.0,1.0,6603.0,6603.0,586.0,290277.0,118.0,118.0,0.0,1.0,1.0
52,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99994,5649.0,1.0,5649.0,5649.0,663.0,299969.0,173.0,173.0,0.0,1.0,1.0
53,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99831,7216.0,1.0,7216.0,7216.0,581.0,301497.0,65.0,65.0,0.0,1.0,1.0
54,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99954,6505.0,1.0,6505.0,6505.0,692.0,339170.0,278.0,278.0,0.0,1.0,1.0
55,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99856,7303.0,1.0,7303.0,7303.0,578.0,299376.0,619.0,619.0,0.0,1.0,1.0
56,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99842,6970.0,1.0,6970.0,6909.0,583.0,288873.0,366.0,366.0,0.0,1.0,1.0
57,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99991,6228.0,1.0,6228.0,6228.0,700.0,319485.0,364.0,364.0,0.0,1.0,1.0
58,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99995,6143.0,1.0,6143.0,6143.0,657.0,304113.0,156.0,156.0,0.0,1.0,1.0
59,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99911,6739.0,1.0,6739.0,6739.0,572.0,291705.0,231.0,231.0,0.0,1.0,1.0
60,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99838,6439.0,1.0,6439.0,6439.0,554.0,266186.0,197.0,197.0,0.0,1.0,1.0
61,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99969,6714.0,1.0,6714.0,6714.0,664.0,327613.0,243.0,243.0,0.0,1.0,1.0
62,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99911,6773.0,1.0,6773.0,6721.0,613.0,307871.0,293.0,293.0,0.0,1.0,1.0
63,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99808,7221.0,1.0,7221.0,7221.0,605.0,312127.0,243.0,243.0,0.0,1.0,1.0
64,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99859,6972.0,1.0,6972.0,6972.0,640.0,325807.0,318.0,318.0,0.0,1.0,1.0
65,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99961,7191.0,1.0,7191.0,7191.0,554.0,282982.0,390.0,390.0,0.0,1.0,1.0
66,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99988,7299.0,1.0,7299.0,7276.0,526.0,272700.0,139.0,139.0,0.0,1.0,1.0
67,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99979,6636.0,1.0,6636.0,6636.0,575.0,287997.0,267.0,267.0,0.0,1.0,1.0
68,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99916,6525.0,1.0,6525.0,6525.0,680.0,329861.0,261.0,261.0,0.0,1.0,1.0
69,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99877,6267.0,1.0,6267.0,6255.0,660.0,304878.0,387.0,387.0,0.0,1.0,1.0
70,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99909,6431.0,1.0,6431.0,6431.0,552.0,267667.0,119.0,119.0,0.0,1.0,1.0
71,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99807,6764.0,1.0,6764.0,6764.0,454.0,218632.0,347.0,347.0,0.0,1.0,1.0
72,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99857,6561.0,1.0,6561.0,6561.0,584.0,284447.0,313.0,313.0,0.0,1.0,1.0
73,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99933,5711.0,1.0,5711.0,5711.0,661.0,296194.0,184.0,184.0,0.0,1.0,1.0
74,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99967,5720.0,1.0,5720.0,5685.0,586.0,259206.0,213.0,213.0,0.0,1.0,1.0
75,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99922,6468.0,1.0,6468.0,6468.0,623.0,300518.0,231.0,231.0,0.0,1.0,1.0
76,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99912,5650.0,1.0,5650.0,5650.0,656.0,294386.0,70.0,70.0,0.0,1.0,1.0
77,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99865,7384.0,1.0,7384.0,7384.0,658.0,351723.0,374.0,374.0,0.0,1.0,1.0
78,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99847,6301.0,1.0,6301.0,6301.0,575.0,279683.0,326.0,326.0,0.0,1.0,1.0
79,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99891,7336.0,1.0,7336.0,7326.0,549.0,292576.0,235.0,235.0,0.0,1.0,1.0
80,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99995,6297.0,1.0,6297.0,6297.0,621.0,292277.0,424.0,424.0,0.0,1.0,1.0
81,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99992,8054.0,1.0,8054.0,8054.0,578.0,324573.0,158.0,158.0,0.0,1.0,1.0
82,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99840,6361.0,1.0,6361.0,6361.0,618.0,300013.0,484.0,484.0,0.0,1.0,1.0
83,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99899,7692.0,1.0,7692.0,7692.0,524.0,289118.0,368.0,368.0,0.0,1.0,1.0
84,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99860,6254.0,1.0,6254.0,6174.0,548.0,254221.0,301.0,301.0,0.0,1.0,1.0
85,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99907,6563.0,1.0,6563.0,6563.0,585.0,283342.0,207.0,207.0,0.0,1.0,1.0
86,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99851,5776.0,1.0,5776.0,5776.0,621.0,278267.0,256.0,256.0,0.0,1.0,1.0
87,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99866,5607.0,1.0,5607.0,5607.0,581.0,255282.0,292.0,292.0,0.0,1.0,1.0
88,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99894,6692.0,1.0,6692.0,6692.0,579.0,284833.0,350.0,350.0,0.0,1.0,1.0
89,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99891,6212.0,1.0,6212.0,6212.0,647.0,303002.0,317.0,317.0,0.0,1.0,1.0
90,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99845,5957.0,1.0,5957.0,5957.0,514.0,234395.0,286.0,286.0,0.0,1.0,1.0
91,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99967,6670.0,1.0,6670.0,6670.0,664.0,327998.0,282.0,282.0,0.0,1.0,1.0
92,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99870,6618.0,1.0,6618.0,6618.0,619.0,299772.0,345.0,345.0,0.0,1.0,1.0
93,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99952,7158.0,1.0,7158.0,7158.0,618.0,325767.0,158.0,158.0,0.0,1.0,1.0
94,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99825,6584.0,1.0,6584.0,6584.0,519.0,268024.0,215.0,215.0,0.0,1.0,1.0
95,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99963,6193.0,1.0,6193.0,6165.0,566.0,263919.0,282.0,282.0,0.0,1.0,1.0
96,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99840,6729.0,1.0,6729.0,6729.0,615.0,306042.0,214.0,214.0,0.0,1.0,1.0
97,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99967,6255.0,1.0,6255.0,6239.0,584.0,271215.0,102.0,102.0,0.0,1.0,1.0
98,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99834,7794.0,1.0,7794.0,7794.0,483.0,267915.0,452.0,452.0,0.0,1.0,1.0
99,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,250.0,DSA_ASY,0.7,99935,6245.0,1.0,6245.0,6245.0,553.0,252920.0,206.0,206.0,0.0,1.0,1.0
0,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99938,6323.0,0.0,6181.5,6132.0,654.0,314586.0,293.0,304.0,141.5,1.0,1.0
1,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99990,6388.0,1.0,6388.0,6388.0,580.0,285354.0,197.0,197.0,0.0,1.0,1.0
2,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99956,6067.0,1.0,6067.0,6067.0,590.0,283430.0,226.0,226.0,0.0,1.0,1.0
3,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99986,5799.0,1.0,5799.0,5799.0,591.0,267233.0,336.0,336.0,0.0,1.0,1.0
4,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99900,5654.0,0.0,5541.0,5513.0,689.0,300942.0,264.0,264.0,113.0,1.0,1.0
5,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99936,6730.0,1.0,6730.0,6730.0,650.0,335328.0,152.0,152.0,0.0,1.0,1.0
6,Random Uniform 0.2,Imperfect Communication,w Timestamp,0.0,1000.0,DSA_ASY,0.7,99944,6845.0,1.0,6441.5,6409.0,549.0,258090.0,165.0,132.0,403.5,1.0,1.0
